iter	Logloss
318	0.1443883586
319	0.1443422176
320	0.144228603
321	0.1441527874
322	0.1440959064
323	0.1440584165
324	0.1440107197
325	0.1439534637
326	0.1438979142
327	0.1437271438
328	0.1436431186
329	0.1435936601
330	0.1435210074
331	0.1434481741
332	0.143406073
333	0.1432920571
334	0.1431430474
335	0.143087546
336	0.1430243831
337	0.1428878589
338	0.1428357521
339	0.1427858953
340	0.1427347111
341	0.1427034244
342	0.1426402625
343	0.1425003206
344	0.1424458866
345	0.1423032922
346	0.1422588115
347	0.1421982372
348	0.1421513644
349	0.1420064263
350	0.1419524127
351	0.1419084605
352	0.1418122488
353	0.1417412144
354	0.1416763444
355	0.1416320904
356	0.1415824001
357	0.1415359577
358	0.1414936181
359	0.1414379967
360	0.1413855626
361	0.1412939492
362	0.1412435116
363	0.1412009372
364	0.1411104616
365	0.1409819677
366	0.1409386157
367	0.14089696
368	0.1408510523
369	0.1407300707
370	0.1406532834
371	0.1405730038
372	0.1405231018
373	0.1404675439
374	0.1404017403
375	0.1403267951
376	0.1402822189
377	0.1402470815
378	0.1402058679
379	0.1401784638
380	0.1400673543
381	0.1400367624
382	0.1400004022
383	0.1399543746
384	0.1399068588
385	0.1398691588
386	0.1398348719
387	0.1397876193
388	0.1397398162
389	0.1396648579
390	0.1395717985
391	0.1395208409
392	0.1394740425
393	0.1394144387
394	0.1393735529
395	0.1392967061
396	0.1392423528
397	0.139160179
398	0.1390765817
399	0.1390301789
400	0.1389684768
401	0.138940884
402	0.1388568187
403	0.1387979002
404	0.138748209
405	0.1387172604
406	0.1386591379
407	0.138624887
408	0.1385562591
409	0.1385094249
410	0.1384432446
411	0.1384046232
412	0.138334852
413	0.1382956005
414	0.1382613042
415	0.1382307287
416	0.1381664524
417	0.1380977301
418	0.1380659342
419	0.1380073382
420	0.1379579473
421	0.1379137654
422	0.1378386788
423	0.1377831843
424	0.1377539676
425	0.1377176026
426	0.1376762529
427	0.1376181688
428	0.1375982052
429	0.1375455824
430	0.137506529
431	0.1374562849
432	0.1374332683
433	0.1373497759
434	0.1372735451
435	0.1372298905
436	0.1372192436
437	0.1371647313
438	0.1371281516
439	0.1370939261
440	0.1370376184
441	0.1370263548
442	0.1369845877
443	0.1369595349
444	0.1369282697
445	0.1368891038
446	0.1368276255
447	0.1367895972
448	0.1367421899
449	0.1366814928
450	0.1366219354
451	0.136566132
452	0.1365250437
453	0.13648821
454	0.1364162786
455	0.1363546044
456	0.1363093507
457	0.1362534841
458	0.1362333943
459	0.1361727366
460	0.1361078843
461	0.1360696879
462	0.1360187271
463	0.1359815223
464	0.1359507395
465	0.1358971364
466	0.1358537281
467	0.1358195803
468	0.1357698886
469	0.1357236273
470	0.1356802394
471	0.135648702
472	0.1355870032
473	0.1355436122
474	0.135516125
475	0.1354958817
476	0.1354828666
477	0.1354542744
478	0.1354010777
479	0.1353408304
480	0.1352873584
481	0.1352297026
482	0.1352062145
483	0.1351531915
484	0.1351145201
485	0.1350661337
486	0.1350331929
487	0.1350017369
488	0.1349503963
489	0.1349410423
490	0.1349105345
491	0.1348679688
492	0.1347776302
493	0.134717324
494	0.1346528954
495	0.1346195368
496	0.1345619573
497	0.1345206665
498	0.1344889267
499	0.134454464
500	0.13438656
501	0.1343487198
502	0.1343285734
503	0.1343009634
504	0.1342594218
505	0.1342299588
506	0.1341782741
507	0.1341243601
508	0.1340695718
509	0.1340188151
510	0.1339880632
511	0.1338922724
512	0.1338516435
513	0.1337992949
514	0.1337743121
515	0.133694727
516	0.1336192347
517	0.1335666246
518	0.1335292053
519	0.133502068
520	0.1334543917
521	0.1334081392
522	0.1333787452
523	0.1333295107
524	0.1333053654
525	0.1332749486
526	0.1332199183
527	0.1331914492
528	0.1331626411
529	0.1331374817
530	0.1330917436
531	0.133056553
532	0.1330361364
533	0.133000431
534	0.1329455043
535	0.1329042689
536	0.1328772406
537	0.1328397788
538	0.1327993344
539	0.1327536289
540	0.1327229218
541	0.1326776165
542	0.1326550379
543	0.1326176833
544	0.1325739752
545	0.1325366386
546	0.1324916548
547	0.1324188582
548	0.1323740318
549	0.132344249
550	0.1323146329
551	0.132256261
552	0.1322344377
553	0.1321853932
554	0.1321451951
555	0.1321138825
556	0.1320922761
557	0.1320692835
558	0.1320128879
559	0.1319445407
560	0.1319007194
561	0.1318505301
562	0.1317978106
563	0.1317740332
564	0.1317378419
565	0.1316985509
566	0.1316641684
567	0.131625268
568	0.1315738161
569	0.1315369382
570	0.1315173947
571	0.1314534644
572	0.1313994456
573	0.1313742
574	0.1313259984
575	0.1312956309
576	0.1312429025
577	0.1312219921
578	0.1311746574
579	0.1311406006
580	0.1310935677
581	0.1310550143
582	0.1310177564
583	0.1309547132
584	0.1309179293
585	0.1308846795
586	0.1308385237
587	0.1308083572
588	0.1307659759
589	0.1307447564
590	0.1307165809
591	0.1306762061
592	0.1306188441
593	0.1305773181
594	0.1305457168
595	0.1304929001
596	0.13046059
597	0.1304224912
598	0.1303733685
599	0.1303239259
600	0.130278281
601	0.130233623
602	0.1301972987
603	0.1301612998
604	0.1301162174
605	0.1300802516
606	0.1300464893
607	0.1300158035
608	0.1299765005
609	0.1299505456
610	0.1298998953
611	0.129872462
612	0.1298570236
613	0.129794364
614	0.1297570992
615	0.1297292108
616	0.1296996335
617	0.129683957
618	0.129627922
619	0.1295667674
620	0.1295206007
621	0.1294666813
622	0.1294243999
623	0.1293812294
624	0.1293536307
625	0.1293303773
626	0.1292758126
627	0.1292441035
628	0.1291983481
629	0.1291599616
630	0.1291312486
631	0.1290884388
632	0.1290475469
633	0.1290039081
634	0.1289833723
635	0.1289311503
636	0.1288872218
637	0.1288461211
638	0.1287863677
639	0.1287427096
640	0.1287033242
641	0.1286571616
642	0.1286124263
643	0.1285912612
644	0.1285505015
645	0.1285299276
646	0.1284983634
647	0.1284655027
648	0.1284200946
649	0.1283825269
650	0.1283475889
651	0.1282949811
652	0.12826611
653	0.1282415749
654	0.1282368593
655	0.1282061396
656	0.1281803254
657	0.1281396199
658	0.1281112472
659	0.1280860823
660	0.1280590231
661	0.1280357085
662	0.1279916823
663	0.1279313509
664	0.1278988241
665	0.1278679346
666	0.1278396047
667	0.1278174916
668	0.1277922584
669	0.127778095
670	0.127764056
671	0.1277566349
672	0.1277086584
673	0.1276546438
674	0.1276193107
675	0.1276002215
676	0.127569744
677	0.1275507516
678	0.1275186056
679	0.1274884197
680	0.1274512406
681	0.1274267548
682	0.1274014194
683	0.127363856
684	0.1273323772
685	0.1272782675
686	0.1272307039
687	0.1271988573
688	0.1271770732
689	0.1271478922
690	0.1271037015
691	0.1270653209
692	0.1270190034
693	0.1269876704
694	0.1269304213
695	0.126885387
696	0.1268552853
697	0.1268228114
698	0.1267831689
699	0.1267538862
700	0.1266957228
701	0.1266667305
702	0.1266592238
703	0.1266193221
704	0.126551861
705	0.1265009787
706	0.1264649024
707	0.1264181755
708	0.1263776367
709	0.1263568518
710	0.1263244255
711	0.1262887842
712	0.1262232789
713	0.1262051602
714	0.1261534811
715	0.1261054421
716	0.1260690878
717	0.126021696
718	0.1259857367
719	0.1259736715
720	0.1259529506
721	0.1259306463
722	0.1259230938
723	0.1259034718
724	0.1258723799
725	0.125830915
726	0.125797657
727	0.1257720423
728	0.1257258578
729	0.1256870109
730	0.1256626024
731	0.1256292411
732	0.1256108702
733	0.1255631973
734	0.1255180707
735	0.1254957058
736	0.1254559852
737	0.1254230614
738	0.1253675983
739	0.125337671
740	0.1253065475
741	0.1252723091
742	0.125230816
743	0.1251969148
744	0.1251535962
745	0.1251126742
746	0.1250697273
747	0.1250397493
748	0.1250039873
749	0.1249762703
750	0.1249373964
751	0.1249014668
752	0.1248763964
753	0.1248414046
754	0.1247979598
755	0.1247737524
756	0.1247303459
757	0.1247128825
758	0.1246840571
759	0.1246562201
760	0.1246241787
761	0.1245957919
762	0.1245512138
763	0.1245242419
764	0.1244927207
765	0.1244715126
766	0.1244393935
767	0.1244208176
768	0.1243663227
769	0.1243543746
770	0.1243370326
771	0.1243046451
772	0.1242882527
773	0.1242704623
774	0.1242491108
775	0.1242150034
776	0.1241733327
777	0.1241479128
778	0.1241194393
779	0.1240869395
780	0.1240668406
781	0.1240249727
782	0.1240089095
783	0.1239941498
784	0.12397376
785	0.1239387357
786	0.1239180152
787	0.1238698829
788	0.1238518289
789	0.1238248585
790	0.1237850814
791	0.1237552555
792	0.1237223827
793	0.1236915293
794	0.1236734714
795	0.1236635335
796	0.1236352973
797	0.1236070463
798	0.1235332005
799	0.1235018076
800	0.1234644956
801	0.1234296697
802	0.1233922571
803	0.1233649104
804	0.1233343767
805	0.1233130156
806	0.1232838803
807	0.1232568107
808	0.1232255479
809	0.1231632822
810	0.1231147438
811	0.1230673891
812	0.123012776
813	0.1229856867
814	0.12297231
815	0.1229443785
816	0.122909825
817	0.1228754685
818	0.1228364849
819	0.1227872835
820	0.1227674465
821	0.122725638
822	0.122714487
823	0.1226799662
824	0.1226377916
825	0.1226058514
826	0.1225685948
827	0.1225575391
828	0.1225387656
829	0.1224994453
830	0.1224682198
831	0.1224413504
832	0.1224306676
833	0.1224256249
834	0.1223725889
835	0.1223410896
836	0.1223060502
837	0.1222649277
838	0.1222135551
839	0.1221691656
840	0.1221341317
841	0.1221111714
842	0.122059466
843	0.1220156528
844	0.1219715361
845	0.1219381154
846	0.1219033166
847	0.1218815042
848	0.1218503801
849	0.1218133505
850	0.121786217
851	0.1217422447
852	0.1217159227
853	0.1216873967
854	0.1216580838
855	0.1216156273
856	0.1215878337
857	0.1215736767
858	0.1215344667
859	0.1214887816
860	0.121446693
861	0.1214266981
862	0.121396657
863	0.1213590726
864	0.1213341866
865	0.1212998648
866	0.1212827382
867	0.1212493566
868	0.1212147448
869	0.1212020856
870	0.1211621683
871	0.1211461237
872	0.121131272
873	0.1211176945
874	0.1211005226
875	0.1210716226
876	0.1210635469
877	0.1210350579
878	0.1210208637
879	0.1209771477
880	0.1209480379
881	0.1209238345
882	0.1208896126
883	0.1208434556
884	0.1208245607
885	0.1207861893
886	0.1207731097
887	0.1207328035
888	0.1206970457
889	0.1206599858
890	0.1206218028
891	0.120566691
892	0.1205395191
893	0.1205107626
894	0.1204714226
895	0.1204452923
896	0.1204278813
897	0.1203800667
898	0.1203498006
899	0.1203000802
900	0.1202716831
901	0.120237299
902	0.1202110437
903	0.1201437837
904	0.1201199621
905	0.1200943518
906	0.1200621667
907	0.1200352251
908	0.1199959094
909	0.1199588744
910	0.1199408752
911	0.1199219486
912	0.1198889507
913	0.1198470651
914	0.1198167762
915	0.119786031
916	0.1197673881
917	0.1197461392
918	0.1197301512
919	0.1196954502
920	0.1196922974
921	0.1196783997
922	0.1196489992
923	0.1196171069
924	0.1195856727
925	0.1195554833
926	0.1195282922
927	0.1194950528
928	0.1194495905
929	0.1194020122
930	0.1193506899
931	0.1193145779
932	0.1192829151
933	0.1192700092
934	0.1192392893
935	0.1192032538
936	0.1191778542
937	0.119158428
938	0.1191365323
939	0.1191032518
940	0.1190680058
941	0.1190414338
942	0.1190046036
943	0.1189880273
944	0.1189683219
945	0.1189455595
946	0.1188934996
947	0.118863719
948	0.1188195181
949	0.1187898662
950	0.1187847183
951	0.1187741035
952	0.1187353331
953	0.1186822058
954	0.1186600196
955	0.1186266887
956	0.1186013312
957	0.1185696307
958	0.1185326809
959	0.1185091965
960	0.1184823347
961	0.1184432594
962	0.1184209094
963	0.1183880269
964	0.1183648201
965	0.1183491333
966	0.1182983726
967	0.1182712118
968	0.1182253292
969	0.1181947908
970	0.1181712471
971	0.1181261979
972	0.1180990006
973	0.1180833269
974	0.1180299066
975	0.1180090743
976	0.117968039
977	0.1179321451
978	0.1179058665
979	0.1178810735
980	0.1178471631
981	0.1178334334
982	0.1178108717
983	0.1177770249
984	0.1177405179
985	0.1177300793
986	0.1177047279
987	0.1176726573
988	0.1176365838
989	0.1176322148
990	0.1176258056
991	0.1176206387
992	0.1176025762
993	0.1175921001
994	0.117574743
995	0.1175546786
996	0.1175193982
997	0.1174865161
998	0.1174708887
999	0.117440149
